Course Abbr,S/T,Course Title,Cr(US),Cr(ECTS),Start Date,End Date,Days,Time,Enr,Cap,Faculty,Room
NUR 412,1L,Geriatric Nursing: Nursing Care of the Older Adult,2.0,4,14-AUG-23,24-NOV-23,M R,09:00 AM-10:30 AM,10,10,"PaoloColet,NancyStitt,JosephAlmazan",NUSOM Building - cap:0
NUR 413C,1ClinPract,Medical Surgical Nursing 3 - Management of the Complex and Critically Ill Patient and Clinical,7.0,14,14-AUG-23,24-NOV-23,T W,08:00 AM-04:00 PM,10,10,"Nancy Stitt,Joseph Almazan",NUSOM Building - cap:0
NUR 413C,1L,Medical Surgical Nursing 3 - Management of the Complex and Critically Ill Patient and Clinical,7.0,14,14-AUG-23,24-NOV-23,M R,10:45 AM-12:30 PM,10,10,"Nancy Stitt,Joseph Almazan",NUSOM Building - cap:0
NUR 421,1L,Capstone I: Developing a Project Proposal in Nursing,3.0,6,14-AUG-23,24-NOV-23,M R,02:30 PM-04:00 PM,10,10,"Paolo Colet,NancyStitt,JosephAlmazan,JonasCruz", NUSOM Building - cap:0
NUSM 101,1L,Introduction to Medicine,2.0,4,14-AUG-23,24-NOV-23,W,01:00 PM-02:50 PM,61,60,Arman Saparov,2.327 - cap:88
NUSM 301,1L,"Immunology, Microbiology and Genetics",3.0,6,14-AUG-23,24-NOV-23,M W F,10:00 AM-10:50 AM,28,35,"Arman Saparov,Jeanette KunzHalder,DenisBulanin,PrimSingh,SanjaTerzic,SyedHaniHassanAbidi",Building- cap:0
NUSM 302,1L,Introduction to Statisticsfor Evidence-BasedPractice,3.0,6,14-AUG-23,24-NOV-23,M W F,09:00 AM-09:50 AM,28,35,Yuliya Semenova,NUSOM Building - cap:0
NUSM 303,1L,Introduction to Anatomyand Histology,3.0,6,14-AUG-23,24-NOV-23,T,09:00 AM-09:50 AM,28,35,"MatthewNaanlep Tanko,Srinivasa Bolla",NUSOM Building - cap:0
,,,,,,,R,09:00 AM-10:50 AM,,,,
NUSM 401,1L,Introduction to Being a Physician,2.0,4,07-AUG-23,11-AUG-23,M T W R F,10:00 AM-06:00 PM,26,27,Arman Saparov,NUSOM Building - cap:0
NUSM 402,1L,Medical Anatomy,8.0,16,14-AUG-23,13-OCT-23,M T W R,09:00 AM-12:00 PM,26,27,"Arman Saparov,LyazzatToleubekova,Srinivasa Bolla",NUSOM Building - cap:0
,,,,,,,F,09:00 AM-05:00 PM,,,,
NUSM 403,1L,Human Genetics,3.0,6,16-OCT-23,03-NOV-23,M T W R,09:00 AM-12:00 PM,26,27,"Denis Bulanin,Prim Singh",NUSOM Building - cap:0
,,,,,,,F,09:00 AM-05:00 PM,,,,
NUSM 405,1L,Fuel Metabolism,3.0,6,06-NOV-23,24-NOV-23,M T W R,09:00 AM-12:00 PM,26,27,GhazalGhahramany,NUSOM Building - cap:0
,,,,,,,F,09:00 AM-05:00 PM,,,,
NUSM 408,1L,Pharmacology,2.0,4,27-NOV-23,08-DEC-23,M T W R,09:00 AM-12:00 PM,26,27,MohamadAljofan,NUSOM Building - cap:0
,,,,,,,F,09:00 AM-05:00 PM,,,,
PER 101,1L,Beginning Persian I,4.0,8,14-AUG-23,24-NOV-23,M T W R,03:00 PM-03:50 PM,22,24,"GabrielMcGuire,Marzieh SadatRazavi",8.305 -cap:30
PER 101,2L,Beginning Persian I,4.0,8,14-AUG-23,24-NOV-23,M T W R,02:00 PM-02:50 PM,22,24,"GabrielMcGuire,Marzieh SadatRazavi",8.305 -cap:30
PETE 201,1L,Fluid Mechanics andThermodynamics,3.0,6,14-AUG-23,24-NOV-23,T R,01:00 PM-02:15 PM,26,40,"Randy Hazlett,Changhong Gao",6.105 -cap:64
PETE 301,1L,Numerical Methods forPetroleum Engineers,3.0,6,14-AUG-23,24-NOV-23,T R,10:30 AM-11:45 AM,18,25,PeymanPourafshary,6.422 -cap:28
PETE 302,1L,Reservoir Engineering Iwith Laboratory works,4.0,8,14-AUG-23,24-NOV-23,M,12:00 PM-01:50 PM,19,25,Azza HashimAbbas Babikir,6.422 -cap:28
PETE 302,1Lb,Reservoir Engineering Iwith Laboratory works,4.0,8,14-AUG-23,24-NOV-23,W,12:00 PM-01:50 PM,19,25,Azza HashimAbbas Babikir,6.422 -cap:28
PETE 303,1L,Well Logging andFormation Evaluation,3.0,6,14-AUG-23,24-NOV-23,T R,04:30 PM-05:45 PM,20,25,Ali Shafiei,6.302 -cap:44
PETE 304,1L,Well Completion andStimulation,3.0,6,14-AUG-23,24-NOV-23,M W F,05:00 PM-05:50 PM,20,25,Irawan Sonny,6.402 -cap:24
PETE 400,1P,Capstone Design Project I,3.0,6,14-AUG-23,24-NOV-23,S,09:00 AM-09:50 AM,15,25,Masoud Riazi,6.507 -cap:72
PETE 405,1L,Enhanced Oil Recovery,3.0,6,14-AUG-23,24-NOV-23,M W,10:30 AM-11:45 AM,15,25,PeymanPourafshary,6.105 -cap:64
PETE 408,1L,Gas Engineering,3.0,6,14-AUG-23,24-NOV-23,T R,02:00 PM-03:15 PM,14,25,SotiriosLonginos,6.507 -cap:72
PHIL 101,1L,Introduction to Philosophy,3.0,6,14-AUG-23,24-NOV-23,M W F,09:00 AM-09:50 AM,29,30,Matthew Heeney,8.302 -cap:57
PHIL 141,1L,Critical Thinking,3.0,6,14-AUG-23,24-NOV-23,T R,10:30 AM-11:45 AM,31,30,Ted Parent,8.522 -cap:72
PHIL 141,2L,Critical Thinking,3.0,6,14-AUG-23,24-NOV-23,M W F,03:00 PM-03:50 PM,29,30,Mihnea Capraru,8.522 -cap:72
PHIL 160,1L,Philosophy of Religion,3.0,6,14-AUG-23,24-NOV-23,T R,09:00 AM-10:15 AM,30,30,Ted Parent,8.522 -cap:72
PHIL 210,9S,Ethics,3.0,6,14-AUG-23,24-NOV-23,T,01:30 PM-02:45 PM,24,25,Vladimir Krstic,2.321 -cap:31
PHIL 210,10S,Ethics,3.0,6,14-AUG-23,24-NOV-23,T,03:00 PM-04:15 PM,24,25,Vladimir Krstic,2.321 -cap:31
PHIL 210,19S,Ethics,3.0,6,14-AUG-23,24-NOV-23,R,01:30 PM-02:45 PM,25,25,Vladimir Krstic,2.321 -cap:31
PHIL 210,20S,Ethics,3.0,6,14-AUG-23,24-NOV-23,R,03:00 PM-04:15 PM,25,25,Vladimir Krstic,2.321 -cap:31
PHIL 210,2S,Ethics,3.0,6,14-AUG-23,24-NOV-23,T,09:00 AM-10:15 AM,25,25,ChristopherNoonan,8.322A -cap:32
PHIL 210,6S,Ethics,3.0,6,14-AUG-23,24-NOV-23,T,12:00 PM-01:15 PM,26,25,ChristopherNoonan,8.322A -cap:32
PHIL 210,12S,Ethics,3.0,6,14-AUG-23,24-NOV-23,R,09:00 AM-10:15 AM,26,25,ChristopherNoonan,8.322A -cap:32
PHIL 210,16S,Ethics,3.0,6,14-AUG-23,24-NOV-23,R,12:00 PM-01:15 PM,28,25,ChristopherNoonan,8.322A -cap:32
PHIL 210,3S,Ethics,3.0,6,14-AUG-23,24-NOV-23,T,09:00 AM-10:15 AM,24,25,Chandler Hatch,8.105 -cap:56
PHIL 210,13S,Ethics,3.0,6,14-AUG-23,24-NOV-23,R,09:00 AM-10:15 AM,24,25,Chandler Hatch,8.105 -cap:56
PHIL 210,1L,Ethics,3.0,6,14-AUG-23,24-NOV-23,M,06:00 PM-07:15 PM,544,550,JamesHutchinson,OrangeHall -cap:450
PHIL 210,8S,Ethics,3.0,6,14-AUG-23,24-NOV-23,T,01:30 PM-02:45 PM,27,25,ChristopherNoonan,8.322B -cap:24
PHIL 210,18S,Ethics,3.0,6,14-AUG-23,24-NOV-23,R,01:30 PM-02:45 PM,25,25,ChristopherNoonan,8.322B -cap:24
PHIL 210,1S,Ethics,3.0,6,14-AUG-23,24-NOV-23,T,09:00 AM-10:15 AM,25,25,Donovan Cox,5E.438 -cap:82
PHIL 210,4S,Ethics,3.0,6,14-AUG-23,24-NOV-23,T,10:30 AM-11:45 AM,22,25,Chandler Hatch,5E.438 -cap:82
PHIL 210,5S,Ethics,3.0,6,14-AUG-23,24-NOV-23,T,12:00 PM-01:15 PM,24,25,Donovan Cox,5E.438 -cap:82
PHIL 210,7S,Ethics,3.0,6,14-AUG-23,24-NOV-23,T,01:30 PM-02:45 PM,25,25,Donovan Cox,5E.438 -cap:82
PHIL 210,11S,Ethics,3.0,6,14-AUG-23,24-NOV-23,R,09:00 AM-10:15 AM,23,25,Donovan Cox,5E.438 -cap:82
PHIL 210,14S,Ethics,3.0,6,14-AUG-23,24-NOV-23,R,10:30 AM-11:45 AM,24,25,Chandler Hatch,5E.438 -cap:82
PHIL 210,15S,Ethics,3.0,6,14-AUG-23,24-NOV-23,R,12:00 PM-01:15 PM,24,25,Donovan Cox,5E.438 -cap:82
PHIL 210,17S,Ethics,3.0,6,14-AUG-23,24-NOV-23,R,01:30 PM-02:45 PM,24,25,Donovan Cox,5E.438 -cap:82
PHIL 210,21S,Ethics,3.0,6,14-AUG-23,24-NOV-23,T,03:00 PM-04:15 PM,25,25,JamesHutchinson,5E.438 -cap:82
PHIL 210,22S,Ethics,3.0,6,14-AUG-23,24-NOV-23,R,03:00 PM-04:15 PM,25,25,JamesHutchinson,5E.438 -cap:82
PHIL 223,1L,Philosophy of Science,3.0,6,14-AUG-23,24-NOV-23,M W F,05:00 PM-05:50 PM,26,28,Mihnea Capraru,8.317 -cap:28
PHIL 225,1L,Truth and Reality,3.0,6,14-AUG-23,24-NOV-23,T R,01:30 PM-02:45 PM,27,28,JamesHutchinson,8.422A -cap:32
PHIL 315,1L,Philosophy of Agency,3.0,6,14-AUG-23,24-NOV-23,M W F,12:00 PM-12:50 PM,25,28,Matthew Heeney,8.302 -cap:57
PHYS 161,3PLb,Physics I for Scientistsand Engineers with Laboratory,4.0,8,14-AUG-23,24-NOV-23,M,12:00 PM-02:50 PM,35,36,AkerkeOtarbayeva,9.202 -cap:40
PHYS 161,4PLb,Physics I for Scientistsand Engineers with Laboratory,4.0,8,14-AUG-23,24-NOV-23,M,09:00 AM-11:50 AM,35,36,AkerkeOtarbayeva,9.202 -cap:40
PHYS 161,8PLb,Physics I for Scientistsand Engineers with Laboratory,4.0,8,14-AUG-23,24-NOV-23,T,09:00 AM-11:50 AM,36,36,AkerkeOtarbayeva,9.202 -cap:40
PHYS 161,9PLb,Physics I for Scientistsand Engineers with Laboratory,4.0,8,14-AUG-23,24-NOV-23,T,12:00 PM-02:50 PM,36,36,AkerkeOtarbayeva,9.202 -cap:40
PHYS 161,13PLb,Physics I for Scientistsand Engineers with Laboratory,4.0,8,14-AUG-23,24-NOV-23,W,09:00 AM-11:50 AM,34,36,AkerkeOtarbayeva,9.202 -cap:40
PHYS 161,14PLb,Physics I for Scientistsand Engineers with Laboratory,4.0,8,14-AUG-23,24-NOV-23,W,12:00 PM-02:50 PM,35,36,AkerkeOtarbayeva,9.202 -cap:40
PHYS 161,15PLb,Physics I for Scientistsand Engineers with Laboratory,4.0,8,14-AUG-23,24-NOV-23,W,03:00 PM-05:50 PM,35,36,AkerkeOtarbayeva,9.202 -cap:40
PHYS 161,18PLb,Physics I for Scientistsand Engineers with Laboratory,4.0,8,14-AUG-23,24-NOV-23,R,09:00 AM-11:50 AM,34,36,AkerkeOtarbayeva,9.202 -cap:40
PHYS 161,19PLb,Physics I for Scientistsand Engineers with Laboratory,4.0,8,14-AUG-23,24-NOV-23,R,12:00 PM-02:50 PM,36,36,AkerkeOtarbayeva,9.202 -cap:40
PHYS 161,22PLb,Physics I for Scientistsand Engineers with Laboratory,4.0,8,14-AUG-23,24-NOV-23,F,09:00 AM-11:50 AM,35,36,AkerkeOtarbayeva,9.202 -cap:40
PHYS 161,1PLb,Physics I for Scientistsand Engineers with Laboratory,4.0,8,14-AUG-23,24-NOV-23,M,09:00 AM-11:50 AM,34,36,AkerkeOtarbayeva,9.222 -cap:40
PHYS 161,2PLb,Physics I for Scientistsand Engineers with Laboratory,4.0,8,14-AUG-23,24-NOV-23,M,12:00 PM-02:50 PM,36,36,AkerkeOtarbayeva,9.222 -cap:40
PHYS 161,5PLb,Physics I for Scientistsand Engineers with Laboratory,4.0,8,14-AUG-23,24-NOV-23,T,09:00 AM-11:50 AM,36,36,AkerkeOtarbayeva,9.222 -cap:40
PHYS 161,6PLb,Physics I for Scientistsand Engineers with Laboratory,4.0,8,14-AUG-23,24-NOV-23,T,12:00 PM-02:50 PM,35,36,AkerkeOtarbayeva,9.222 -cap:40
PHYS 161,7PLb,Physics I for Scientistsand Engineers with Laboratory,4.0,8,14-AUG-23,24-NOV-23,T,03:00 PM-05:50 PM,34,36,AkerkeOtarbayeva,9.222 -cap:40
PHYS 161,10PLb,Physics I for Scientistsand Engineers with Laboratory,4.0,8,14-AUG-23,24-NOV-23,W,09:00 AM-11:50 AM,36,36,AkerkeOtarbayeva,9.222 -cap:40
PHYS 161,11PLb,Physics I for Scientistsand Engineers with Laboratory,4.0,8,14-AUG-23,24-NOV-23,W,12:00 PM-02:50 PM,36,36,AkerkeOtarbayeva,9.222 -cap:40
PHYS 161,12PLb,Physics I for Scientistsand Engineers with Laboratory,4.0,8,14-AUG-23,24-NOV-23,W,03:00 PM-05:50 PM,36,36,AkerkeOtarbayeva,9.222 -cap:40
PHYS 161,16PLb,Physics I for Scientistsand Engineers with Laboratory,4.0,8,14-AUG-23,24-NOV-23,R,09:00 AM-11:50 AM,36,36,AkerkeOtarbayeva,9.222 -cap:40
PHYS 161,17PLb,Physics I for Scientistsand Engineers with Laboratory,4.0,8,14-AUG-23,24-NOV-23,R,12:00 PM-02:50 PM,35,36,AkerkeOtarbayeva,9.222 -cap:40
PHYS 161,20PLb,Physics I for Scientistsand Engineers with Laboratory,4.0,8,14-AUG-23,24-NOV-23,F,09:00 AM-11:50 AM,34,36,AkerkeOtarbayeva,9.222 -cap:40
PHYS 161,21PLb,Physics I for Scientistsand Engineers with Laboratory,4.0,8,14-AUG-23,24-NOV-23,F,12:00 PM-02:50 PM,35,36,AkerkeOtarbayeva,9.222 -cap:40
PHYS 161,1L,Physics I for Scientistsand Engineers with Laboratory,4.0,8,14-AUG-23,24-NOV-23,M W F,11:00 AM-11:50 AM,251,264,BakhtiyarOrazbayev,OrangeHall -cap:450
PHYS 161,2L,Physics I for Scientistsand Engineers with Laboratory,4.0,8,14-AUG-23,24-NOV-23,M W F,12:00 PM-12:50 PM,275,283,ErnazarAbdikamalov,OrangeHall -cap:450
PHYS 161,3L,Physics I for Scientistsand Engineers with Laboratory,4.0,8,14-AUG-23,24-NOV-23,M W F,03:00 PM-03:50 PM,248,264,ZhandosUtegulov,OrangeHall -cap:450
PHYS 161,1R,Physics I for Scientistsand Engineers with Laboratory,4.0,8,14-AUG-23,24-NOV-23,M,12:00 PM-12:50 PM,46,50,"AskarSyrlybekov,AinurKoshkinbayeva",7E.125/2 - cap:56
PHYS 161,2R,Physics I for Scientistsand Engineers with Laboratory,4.0,8,14-AUG-23,24-NOV-23,M,01:00 PM-01:50 PM,48,50,"AskarSyrlybekov,AinurKoshkinbayeva",7E.125/2 - cap:56
PHYS 161,3R,Physics I for Scientistsand Engineers with Laboratory,4.0,8,14-AUG-23,24-NOV-23,M,02:00 PM-02:50 PM,49,50,"AskarSyrlybekov,AinurKoshkinbayeva",7E.125/2 - cap:56
PHYS 161,4R,Physics I for Scientistsand Engineers with Laboratory,4.0,8,14-AUG-23,24-NOV-23,M,03:00 PM-03:50 PM,49,50,"AskarSyrlybekov,AinurKoshkinbayeva",7E.125/2 - cap:56
PHYS 161,5R,Physics I for Scientistsand Engineers with Laboratory,4.0,8,14-AUG-23,24-NOV-23,M,04:00 PM-04:50 PM,48,50,"AskarSyrlybekov,AinurKoshkinbayeva",7E.125/2 - cap:56
PHYS 161,6R,Physics I for Scientistsand Engineers with Laboratory,4.0,8,14-AUG-23,24-NOV-23,M,05:00 PM-05:50 PM,48,50,"AskarSyrlybekov,AinurKoshkinbayeva",7E.125/2 - cap:56
PHYS 161,7R,Physics I for Scientistsand Engineers with Laboratory,4.0,8,14-AUG-23,24-NOV-23,W,12:00 PM-12:50 PM,49,50,"AskarSyrlybekov,AinurKoshkinbayeva",7E.125/2 - cap:56
PHYS 161,8R,Physics I for Scientistsand Engineers with Laboratory,4.0,8,14-AUG-23,24-NOV-23,W,01:00 PM-01:50 PM,49,50,"AskarSyrlybekov,AinurKoshkinbayeva",7E.125/2 - cap:56
PHYS 161,9R,Physics I for Scientistsand Engineers with Laboratory,4.0,8,14-AUG-23,24-NOV-23,W,02:00 PM-02:50 PM,48,50,"AskarSyrlybekov,AinurKoshkinbayeva",7E.125/2 - cap:56
PHYS 161,10R,Physics I for Scientistsand Engineers with Laboratory,4.0,8,14-AUG-23,24-NOV-23,W,03:00 PM-03:50 PM,45,50,"Ainur Koshkinbayeva,AskarSyrlybekov,OmidFarzadian",7E.125/2 - cap:56
PHYS 161,11R,Physics I for Scientistsand Engineers with Laboratory,4.0,8,14-AUG-23,24-NOV-23,W,04:00 PM-04:50 PM,49,50,"Ainur Koshkinbayeva,AskarSyrlybekov,OmidFarzadian",7E.125/2 - cap:56
PHYS 161,12R,Physics I for Scientistsand Engineers with Laboratory,4.0,8,14-AUG-23,24-NOV-23,F,12:00 PM-12:50 PM,49,50,"Ainur Koshkinbayeva,AskarSyrlybekov",7E.125/2 - cap:56
PHYS 161,13R,Physics I for Scientistsand Engineers with Laboratory,4.0,8,14-AUG-23,24-NOV-23,F,01:00 PM-01:50 PM,50,50,"Ainur Koshkinbayeva,AskarSyrlybekov",7E.125/2 - cap:56
PHYS 161,14R,Physics I for Scientistsand Engineers with Laboratory,4.0,8,14-AUG-23,24-NOV-23,F,02:00 PM-02:50 PM,51,50,"Ainur Koshkinbayeva,AskarSyrlybekov",7E.125/2 - cap:56
PHYS 161,15R,Physics I for Scientistsand Engineers with Laboratory,4.0,8,14-AUG-23,24-NOV-23,F,03:00 PM-03:50 PM,47,50,"AskarSyrlybekov,AinurKoshkinbayeva,OmidFarzadian",7E.125/2 - cap:56
PHYS 161,16R,Physics I for Scientistsand Engineers with Laboratory,4.0,8,14-AUG-23,24-NOV-23,F,04:00 PM-04:50 PM,49,50,"AskarSyrlybekov,AinurKoshkinbayeva,OmidFarzadian",7E.125/2- cap:56
PHYS 201,1L,Introductory Astronomy I,3.0,6,14-AUG-23,24-NOV-23,T R,01:30 PM-02:45 PM,48,45,Dana Alina,8.105 -cap:56
PHYS 221,1L,Classical Mechanics I,3.0,6,14-AUG-23,24-NOV-23,T R,01:30 PM-02:45 PM,19,20,Michael Good,7E.329 -cap:95
PHYS 221,1R,Classical Mechanics I,3.0,6,14-AUG-23,24-NOV-23,R,04:30 PM-05:45 PM,19,20,Michael Good,7E.429 -cap:90
PHYS 261,1L,Modern Physics with Laboratory,4.0,8,14-AUG-23,24-NOV-23,M W F,11:00 AM-11:50 AM,15,16,AskhatJumabekov,7.527 -cap:24
PHYS 261,1Lb,Modern Physics with Laboratory,4.0,8,14-AUG-23,24-NOV-23,M,04:00 PM-06:50 PM,15,16,"AskarSyrlybekov,AzamatAimaganbetov",7.502 -cap:24
PHYS 291,1L,Introduction to QuantumTechnologies,3.0,6,14-AUG-23,24-NOV-23,T R,10:30 AM-11:45 AM,41,50,AntonDesyatnikov,7E.329 -cap:95
PHYS 315,1L,Mathematical Methods ofPhysics,3.0,6,14-AUG-23,24-NOV-23,M W F,02:00 PM-02:50 PM,20,20,"ErnazarAbdikamalov,BakhtiyarOrazbayev",7E.329 -cap:95
PHYS 315,1R,Mathematical Methods ofPhysics,3.0,6,14-AUG-23,24-NOV-23,F,01:00 PM-01:50 PM,20,20,"ErnazarAbdikamalov,BakhtiyarOrazbayev",7E.329 -cap:95
PHYS 361,1L,Classical ElectrodynamicsI,3.0,6,14-AUG-23,24-NOV-23,M W F,03:00 PM-03:50 PM,8,20,"DanieleMalafarina,Michael Good",7E.329 -cap:95
PHYS 361,1R,Classical ElectrodynamicsI,3.0,6,14-AUG-23,24-NOV-23,W,01:00 PM-01:50 PM,8,20,"DanieleMalafarina,Michael Good",7E.329 -cap:95
PHYS 395,1L,Research Methods,3.0,6,14-AUG-23,24-NOV-23,T R,03:00 PM-04:15 PM,10,20,AntonDesyatnikov,7E.220 -cap:56
PHYS 452,1L,Quantum Mechanics II,3.0,6,14-AUG-23,24-NOV-23,T R,10:30 AM-11:45 AM,13,20,Sergiy Bubin,7.427 -cap:23
PHYS 452,1R,Quantum Mechanics II,3.0,6,14-AUG-23,24-NOV-23,T,12:00 PM-01:15 PM,13,20,Sergiy Bubin,7E.329 -cap:95
PHYS 463,1L,Astrophysics and GeneralRelativity,3.0,6,14-AUG-23,24-NOV-23,M W F,04:00 PM-04:50 PM,16,20,DanieleMalafarina,7E.329 -cap:95
PHYS 473,1Lb,Introduction to Solid StatePhysics,4.0,8,14-AUG-23,24-NOV-23,T,04:30 PM-07:30 PM,6,20,AskarSyrlybekov,7.302 -cap:30
PHYS 473,1L,Introduction to Solid StatePhysics,4.0,8,14-AUG-23,24-NOV-23,T R,09:00 AM-10:15 AM,6,20,AlexanderTikhonov,7E.329 -cap:95
PHYS 473,1R,Introduction to Solid StatePhysics,4.0,8,14-AUG-23,24-NOV-23,R,12:00 PM-01:15 PM,6,20,AlexanderTikhonov,7E.329 -cap:95
PHYS 498,1P,Honors Thesis Research,0.0,0,14-AUG-23,24-NOV-23,,Online/Distant,8,20,Sergiy Bubin,
PLS 100,1L,Introduction to the Politicsof Central Asia,3.0,6,14-AUG-23,24-NOV-23,T R,09:00 AM-10:15 AM,117,120,SabinaInsebayeva,GreenHall -cap:231
PLS 101,1L,Introduction to PoliticalScience,3.0,6,14-AUG-23,24-NOV-23,T R,01:30 PM-02:45 PM,79,80,Neil Collins,GreenHall -cap:231
PLS 102,1L,The Political Challenges ofTechnologies and Science:An Introduction,3.0,6,14-AUG-23,24-NOV-23,T R,03:00 PM-04:15 PM,58,80,Jean-FrancoisCaron,GreenHall -cap:231
PLS 120,1L,Introduction to PoliticalTheory,3.0,6,14-AUG-23,24-NOV-23,M W F,10:00 AM-10:50 AM,76,80,Brian Smith,GreenHall -cap:231
PLS 140,1L,Introduction toComparative Politics,3.0,6,14-AUG-23,24-NOV-23,M W F,01:00 PM-01:50 PM,140,130,Dinara Pisareva,GreenHall -cap:231
PLS 150,1L,Introduction toInternational Relations,3.0,6,14-AUG-23,24-NOV-23,T R,10:30 AM-11:45 AM,109,120,Maja Savevska,OrangeHall -cap:450
PLS 210,1L,Political Science ResearchMethods,3.0,6,14-AUG-23,24-NOV-23,T R,12:00 PM-01:15 PM,23,24,Karol Czuba,8.308 -cap:24
PLS 210,2L,Political Science ResearchMethods,3.0,6,14-AUG-23,24-NOV-23,T R,04:30 PM-05:45 PM,24,26,Karol Czuba,8.154 -cap:56
PLS 211,1L,Quantitative Methods,3.0,6,14-AUG-23,24-NOV-23,T R,04:30 PM-05:45 PM,24,25,Jessica Neafie,6.522 -cap:35
PLS 211,2L,Quantitative Methods,3.0,6,14-AUG-23,24-NOV-23,T R,03:00 PM-04:15 PM,25,25,Jessica Neafie,6.522 -cap:35
PLS 320,1L,Feminist Political Theory,3.0,6,14-AUG-23,24-NOV-23,M W F,10:00 AM-10:50 AM,23,20,Caress Schenk,8.319 -cap:30
PLS 330,1L,Politics and Governance ofEurasia,3.0,6,14-AUG-23,24-NOV-23,M W F,02:00 PM-02:50 PM,21,20,Andrey Semenov,8.308 -cap:24
PLS 341,1L,Politics of Development,3.0,6,14-AUG-23,24-NOV-23,T R,09:00 AM-10:15 AM,16,20,Bimal Adhikari,8.308 -cap:24
PLS 342,1L,Political Corruption,3.0,6,14-AUG-23,24-NOV-23,T R,12:00 PM-01:15 PM,13,10,Neil Collins,8.322B -cap:24
PLS 354,1L,Introduction toInternational Law,3.0,6,14-AUG-23,24-NOV-23,M W F,10:00 AM-10:50 AM,22,20,Alexei Trochev,8.308 -cap:24
PLS 370,1L,"Law, Politics and Society",3.0,6,14-AUG-23,24-NOV-23,M W F,12:00 PM-12:50 PM,22,20,Alexei Trochev,8.319 -cap:30
PLS 391,1L,Intermediate SpecialTopics in ComparativePolitics,3.0,6,14-AUG-23,24-NOV-23,M W F,11:00 AM-11:50 AM,20,20,ElmiraJoldybayeva,8.321 -cap:32
PLS 395,1L,Independent Study,3.0,6,14-AUG-23,24-NOV-23,,Online/Distant,5,5,Jessica Neafie,
PLS 395,2L,Independent Study,3.0,6,14-AUG-23,24-NOV-23,,Online/Distant,2,2,Dinara Pisareva,
PLS 395,3L,Independent Study,3.0,6,14-AUG-23,24-NOV-23,,Online/Distant,2,1,Bimal Adhikari,
PLS 395,4L,Independent Study,3.0,6,14-AUG-23,24-NOV-23,,Online/Distant,2,2,Maja Savevska,
PLS 395,5L,Independent Study,3.0,6,14-AUG-23,24-NOV-23,,Online/Distant,4,3,Neil Collins,
PLS 395,6L,Independent Study,3.0,6,14-AUG-23,24-NOV-23,,Online/Distant,1,2,SabinaInsebayeva,
PLS 416,1L,Experimental PoliticalScience,3.0,6,14-AUG-23,24-NOV-23,M,09:00 AM-11:50 AM,4,20,Ho Koh,8.322B -cap:24
PLS 422,1L,Just War Theory,3.0,6,14-AUG-23,24-NOV-23,F,09:00 AM-11:50 AM,9,10,Jean-FrancoisCaron,8.322B -cap:24
PLS 423,1L,Immigration Theory,3.0,6,14-AUG-23,24-NOV-23,R,01:30 PM-04:20 PM,11,10,Brian Smith,8.308 -cap:24
PLS 431,1L,Politics and Governance ofthe Russian Federation,3.0,6,14-AUG-23,24-NOV-23,M W F,04:00 PM-04:50 PM,21,20,Andrey Semenov,8.310 -cap:27
PLS 441,1L,Advanced Topics inComparative Politics,3.0,6,14-AUG-23,24-NOV-23,W,12:00 PM-02:50 PM,18,20,Helene Thibault,8.322B -cap:24
PLS 448,1L,Comparative ElectoralSystem,3.0,6,14-AUG-23,24-NOV-23,T R,03:00 PM-04:15 PM,16,20,Chunho Park,8.322B -cap:24
PLS 457,1S,International Security andConflict,3.0,6,14-AUG-23,24-NOV-23,M,12:00 PM-02:50 PM,13,20,Chun YoungPark,8.322B -cap:24
PLS 458,1L,International Organization,3.0,6,14-AUG-23,24-NOV-23,W,03:00 PM-05:50 PM,9,20,Bimal Adhikari,8.322B -cap:24
PLS 459,1S,International ConflictProcesses,3.0,6,14-AUG-23,24-NOV-23,F,12:00 PM-02:50 PM,11,20,Chun YoungPark,8.322B -cap:24
PLS 495,1Int,Research Practicum inPSIR,1.0,2,14-AUG-23,24-NOV-23,,Online/Distant,6,10,Jessica Neafie,
PLS 495,2Int,Research Practicum inPSIR,1.0,2,14-AUG-23,24-NOV-23,,Online/Distant,3,3,Neil Collins,
PLS 495,3Int,Research Practicum inPSIR,1.0,2,14-AUG-23,24-NOV-23,,Online/Distant,2,2,Karol Czuba,
RFL 103,1L,Intensive BeginningRussian,4.0,8,14-AUG-23,24-NOV-23,T R,03:00 PM-04:15 PM,6,15,OlesyaMelnikova,7E.444 -cap:10
RFL 156,1S,"Kazakhstan - history,culture, traditions,society, modernity",6.0,3,14-AUG-23,24-NOV-23,T R,01:30 PM-02:45 PM,11,15,MeiramgulKussainova,7.105 -cap:75
RFL 203,1L,Intensive IntermediateRussian,4.0,8,14-AUG-23,24-NOV-23,T R,03:00 PM-04:15 PM,4,15,OlesyaMelnikova,7E.227 -cap:16
RFL 211,1L,East in Soviet Russian-language culture: originand fate,3.0,6,14-AUG-23,24-NOV-23,M W,02:00 PM-03:15 PM,10,15,YuliyaKozitskaya,7.105 -cap:75
RFL 303,1L,Intensive AdvancedRussian,4.0,8,14-AUG-23,24-NOV-23,T R,03:00 PM-04:15 PM,4,15,OlesyaMelnikova,7E.347 -cap:14
